Date,Alphabet Inc- A shares (GOOGL),Amazon.com Inc (AMZN),Facebook Inc (FB),Microsoft Corp (MSFT),TESLA Inc.,Morgan Stanley (MS),Ferrari N.V. (RACE.MI),Assicurazioni Generali S.p.A. (G.MI),Juventus Football Club S.p.A. (JUVE.MI),Piaggio & C. SpA (PIA.MI),Toscana Aeroporti S.p.A. (TYA.MI),Valsoia S.p.A. (VLS.MI),Bayer Aktiengesellschaft (BAYN.DE),Ryanair Holdings plc (RY4C.IR),Crdit Agricole S.A. (ACA.PA),"Cisco Systems, Inc. (CSCO)"
27-Feb-17,805.16451,804.1885,129.2649,57.5622,46.66651,39.5062,60.09926,10.5923,0.32095,1.3061,13.1053,14.177,88.86725,13.97,9.26169,28.8471
28-Feb-17,798.28991,798.39382,128.0582,57.1675,47.23811,39.2425,59.51859,10.4531,0.33053,1.3171,13.195,14.1411,88.44128,14.3,9.34791,28.6941
1-Mar-17,810.6139099999998,807.1415599999998,130.0199,58.10819,47.31128,40.2795,60.58315,10.6155,0.33145,1.3128,13.2936,14.3472,89.97461,14.615,9.68833,28.9537
2-Mar-17,806.62687,805.73468,129.8044,57.45705,47.54813,39.9493,60.8251,10.6077,0.33495,1.3322,13.446,14.4279,90.48631,14.32,9.7293,29.003
3-Mar-17,807.89975,808.66094,130.5173,57.81586,47.87378,40.5246,60.67993000000001,10.7933,0.33522,1.3356,13.4639,14.4996,90.86987,14.285,10.0041,28.9906
6-Mar-17,797.77224,797.15077,129.3919,57.230880000000006,47.30685,39.8794,59.42182,10.6077,0.3378,1.3381,13.5087,14.6071,90.9547,14.275,9.92209,28.6047
7-Mar-17,804.5497,799.70056,129.7829,57.5702,46.99595,39.8286,60.05087,10.6077,0.33974,1.4147,13.446,14.6788,91.29584,14.05,9.89747,28.7246
8-Mar-17,807.59499,804.6243400000002,130.2914,58.14742,46.71079,39.9143,60.24443,10.7933,0.37575,1.3852,13.0874,15.2165,90.35817,14.07,9.89747,28.5979
9-Mar-17,813.31818,808.72935,131.0654,58.03966,46.43794000000001,40.2505,59.71215,10.917,0.35668,1.3684,13.0157,14.8312,90.1876,14.44,10.1682,28.7017
10-Mar-17,814.30796,805.84739,131.2009,58.04825,46.073,39.9691,59.56698000000001,10.9634,0.38726,1.3692,13.1591,14.9118,90.9547,14.38,10.3733,28.7771
13-Mar-17,808.77155,799.4264099999998,130.5889,57.247580000000006,46.05596,39.3561,60.43798,10.9556,0.4148,1.3566,13.0785,14.6878,91.38068,14.35,10.2667,28.3436
14-Mar-17,812.95109,800.38946,130.7992,57.18867,48.44415,39.439,60.29281,10.8551,0.41995,1.3701,12.9799,14.7774,91.38068,14.35,10.119,28.463
15-Mar-17,818.27555,803.74539,131.6568,57.70183000000001,48.19438,39.2925,60.92187,10.9866,0.40522,1.3743,12.8364,14.6071,90.57116,14.13,10.1477,28.6681
16-Mar-17,810.21353,794.7729,130.3699,56.93071,48.80838,39.2399,62.61549,11.2726,0.40227,1.4265,13.1143,14.7057,91.1677,14.565,10.1313,28.3249
17-Mar-17,809.64667,791.0289799999998,129.7855,56.9382,48.53963,38.0002,61.6961,11.2881,0.4051300000000001,1.4164,12.9709,14.9028,91.04042,14.95,10.0944,28.2281
20-Mar-17,807.8849299999998,797.70154,130.2617,57.15906999999999,48.7611,37.7484,61.64771,11.2726,0.40982,1.4265,13.0874,14.9566,90.52873,14.865,10.0452,28.3528
21-Mar-17,791.7352900000002,785.27206,128.9943,56.55321,46.69165,36.1323,60.48637,11.2494,0.4051300000000001,1.4812,12.9709,14.8939,89.80492,14.71,10.0739,28.0358
22-Mar-17,785.94582,784.33657,129.1012,56.87936,47.1697,35.504,61.11543,11.0794,0.40678,1.4778,12.8723,14.8312,89.5062,14.485,10.0082,28.0228
23-Mar-17,778.16272,785.32664,129.3123,56.85661999999999,47.22451,35.8976,63.77683,11.1335,0.41332,1.53,13.2219,14.8132,91.12528,14.48,10.1354,27.9654
24-Mar-17,774.43371,784.14261,130.1387,56.98621,48.80618,35.8089,63.97039,11.2804,0.41461,1.599,13.2667,14.9656,91.1677,14.56,10.0739,28.0805
27-Mar-17,772.85448,780.5138,129.3329,56.74603000000001,49.81234,34.8546,65.80918,11.2649,0.41351,1.5401,13.437,14.9566,90.82743,14.5,10.0452,27.8369
28-Mar-17,773.99307,788.14468,130.5226,56.85176,51.0913,35.5799,66.77696,11.3268,0.4206,1.6023,13.6253,15.1269,91.08285,14.27,10.4267,27.8322
29-Mar-17,785.62838,808.2302099999998,131.8671,57.23637,51.28257,35.9827,67.11568,11.4195,0.43607,1.5737,13.6521,15.8528,91.08285,14.15,10.3692,27.7134
30-Mar-17,789.50668,814.47041,132.3559,57.75628,51.65977,36.7095,67.26085,11.3732,0.4508,1.5653,13.3115,15.8976,90.99712,14.295,10.3692,27.863000000000003
31-Mar-17,793.2950599999998,829.54447,132.9176,58.28115,52.08163,36.4566,67.50279,11.5201,0.44298,1.5712,13.6521,15.7363,92.06208,14.525,10.4184,28.1021
3-Apr-17,803.04026,835.6211599999998,133.3605,58.106,55.96115,36.4081,66.68018000000001,11.4195,0.44298,1.6141,13.6432,15.9334,91.84909,14.55,10.2462,27.9669
4-Apr-17,799.02869,849.8811800000002,132.8294,58.25874,56.92554000000001,36.2334,66.87373000000001,11.2958,0.44187,1.5695,13.8942,15.566,91.59367,14.69,10.2093,28.0644
5-Apr-17,794.8342200000002,851.35869,132.8141,58.05223,55.24169000000001,35.5429,66.24468,11.2108,0.4466600000000001,1.5535,14.0555,15.566,91.89238,14.8,10.2995,27.6934
6-Apr-17,791.85041,841.6796,132.2749,58.24569,55.9758,35.8674,66.05112,11.0948,0.44841,1.5771,14.4051,15.6377,91.59367,15.155,10.2708,27.781
7-Apr-17,791.10235,840.6860199999999,132.2544,58.35354,56.84363000000001,35.8415,65.56723000000001,11.0716,0.44758,1.5788,14.3693,15.6825,91.59367,15.135,10.3117,27.7526
10-Apr-17,795.40656,857.1528300000001,133.2828,58.56484,59.04171,36.0193,65.7124,11.0407,0.47153,1.5594,15.1671,15.6646,90.86987,15.34,10.16,27.9592
11-Apr-17,792.51907,851.4757900000002,132.0299,58.43407,58.26036,35.6831,65.47045,11.0175,0.46047,1.5317,14.7189,15.4495,90.2309,15.34,10.0411,27.842
12-Apr-17,792.98336,844.5980099999998,131.5388,58.13571,55.9478,35.1999,65.47045,10.9634,0.48672,1.5561,14.7906,15.324000000000002,90.52873,15.25,9.93444,27.5526
13-Apr-17,787.3747099999998,829.0685,130.6293,57.56431,56.97872,34.6803,64.69622,10.8629,0.5161899999999999,1.5317,14.3962,15.2792,90.78416,15.125,9.76627,27.2314
14-Apr-17,791.39895,833.30584,131.297,57.85852,57.26994000000001,34.8575,64.69622,10.8629,0.5161899999999999,1.5317,14.3962,15.2792,90.78416,15.125,9.76627,27.3706
17-Apr-17,805.92582,850.0894800000002,133.2827,58.36287,56.81903000000001,35.5625,64.69622,10.8629,0.5161899999999999,1.5317,14.3962,15.2792,90.78416,15.125,9.76627,27.5462
18-Apr-17,802.2806,849.0558300000001,132.4248,58.09649,56.41395,35.2097,63.82521,10.7237,0.5986199999999999,1.5325,13.8045,14.7774,88.78239,15.285,9.58576,27.5087
19-Apr-17,798.33606,838.12657,132.6071,57.33223,56.95383,35.6371,64.88978,10.9093,0.67505,1.5064,13.679,14.8401,89.03781,15.31,9.84005,27.2762
20-Apr-17,802.68709,841.86575,134.2043,57.81144000000001,56.46471999999999,36.073,64.64784,10.9093,0.6396,1.5216,13.8583,15.0373,88.95296,15.315,10.078,27.4616
21-Apr-17,801.64072,838.57995,134.0936,58.6064,57.04206,35.4792,64.50267,11.0175,0.62348,1.5064,14.0824,15.6646,89.63435,15.36,10.1969,27.4535
24-Apr-17,808.29027,834.48131,133.7786,58.73201,56.65472,36.4323,66.14905999999999,11.4273,0.64466,1.5785,14.1362,15.808,92.6162,15.875,11.3044,27.4311
25-Apr-17,818.0884599999998,835.37355,134.8294,59.12069,57.76246999999999,37.0571,66.10021,11.4582,0.65387,1.5681,14.1183,15.8438,92.4032,15.73,11.3208,27.5696
26-Apr-17,813.6161,832.05452,134.1111,58.69975,56.76481,36.9253,67.46813,11.2881,0.70084,1.5819,14.432,15.5929,92.06208,15.7,11.288,27.3932
27-Apr-17,817.16539,841.8607599999998,135.3937,59.18516,56.583,36.4631,67.81012,11.2726,0.7551800000000001,1.6106,14.3424,15.5839,95.98158,15.64,11.1362,27.7293
28-Apr-17,850.97454,851.40713,138.2976,59.59395,57.81715,36.4701,67.46813,11.234000000000002,0.78096,1.6497,14.7637,15.7631,96.79112,15.95,11.1977,28.1074
1-May-17,855.20972,869.3375900000002,139.7754,60.18134000000001,59.19413,36.6354,67.46813,11.234000000000002,0.78096,1.6497,14.7637,15.7631,96.79112,15.95,11.1977,27.9137
2-May-17,859.01186,868.04114,140.0504,60.07809,58.46403000000001,36.304,67.71240999999999,11.2494,0.88918,1.6662,14.4948,15.8976,96.87273,16.11,11.3167,28.1319
3-May-17,867.3009900000002,860.51586,138.8121,59.74105,56.88185,36.3239,67.95669000000001,11.3809,0.8730600000000001,1.6392,14.4589,15.808,98.35709,16.495,11.4438,28.0714
4-May-17,876.77631,860.9897599999998,138.5346,59.76258000000001,54.26771,36.3118,71.8162,11.5974,0.86569,1.6497,14.5665,15.7721,99.27448,16.72,11.5916,28.1341
5-May-17,865.3439300000001,850.6556199999999,136.8115,59.42256,56.15793000000001,35.8394,73.03756,11.7907,0.8357600000000001,1.6488,14.4499,15.5301,100.4962,16.91,11.8786,28.0683
8-May-17,874.3063300000001,865.5057,137.7637,59.45956,56.03024,35.8429,73.5261,11.8139,0.8726,1.6045,15.2251,15.3474,100.6275,16.96,11.8007,28.0285
9-May-17,875.48514,871.92539,137.7042,59.74951,58.79699,35.8067,76.2131,11.8525,0.8730600000000001,1.6089,14.8643,15.3292,101.0206,16.94,11.6818,27.8045
10-May-17,877.05893,871.6487199999998,138.0474,60.20868000000001,59.74553,36.1679,75.52914,11.8216,0.8472700000000001,1.6097,14.9753,15.183,101.544,16.835,11.7392,27.7773
11-May-17,879.3229699999998,871.7153800000002,138.0217,59.55832,59.44392,36.0281,74.25893,11.4737,0.78741,1.588,14.7718,15.2287,100.4962,16.865,11.6325,27.7278
12-May-17,879.1012699999999,884.8168599999998,138.3622,59.52042,59.79037,35.9296,74.74746999999998,11.4041,0.8205600000000001,1.6149,14.8181,15.3474,101.9371,16.78,11.7187,27.5941
15-May-17,877.82055,876.67662,137.4449,59.22419,57.81488,36.3099,75.6757,11.4737,0.79892,1.6228,14.8458,15.384,101.3258,17.195,11.8131,28.0764
16-May-17,878.3738699999999,879.70337,136.3897,60.11696,57.73386,36.0882,74.74746999999998,11.5896,0.80813,1.6479,14.7811,15.384,102.6797,17.03,11.7802,27.9943
17-May-17,849.2623800000001,851.597,130.5663,57.85422,55.18488000000001,33.7385,73.08641999999998,11.5201,0.7934,1.6063,14.3278,15.2926,101.1953,16.95,11.53,27.3233
18-May-17,851.9804,859.14222,132.355,57.7268,56.12225,33.8283,74.25893,11.636,0.75978,1.5915,14.0966,14.9181,101.9371,16.875,11.6325,25.2103
19-May-17,858.99415,863.6641199999998,133.2244,57.93191,55.93697,34.3613,72.79328000000002,11.6979,0.7736,1.641,14.0966,14.8085,102.1119,16.9,11.7433,25.1702
22-May-17,860.40344,866.2937199999999,132.2997,58.10511,55.39561,33.9673,73.28183,11.9346,0.77682,1.641,14.0781,14.845,101.8058,16.92,11.7884,25.2692
23-May-17,863.5662199999998,864.44709,131.7482,58.12398,54.0731,34.4823,73.77038,11.9754,0.7386,1.634,14.1521,14.8907,103.0718,17.025,11.9976,25.3283
24-May-17,874.48151,876.93245,134.2122,58.51017,55.49895,34.8376,74.11236,11.7795,0.73492,1.7009,14.0596,14.982,102.7232,17.385,11.9114,25.2467
25-May-17,883.1519300000001,884.50536,135.3052,58.96121,56.42106999999999,34.6775,74.21006,11.7469,0.7468899999999999,1.6948,14.0041,15.046,101.9371,17.625,11.9442,25.0908
26-May-17,885.9970400000002,888.23597,135.7,59.35563000000001,58.00499,34.911,74.55205,11.7142,0.78281,1.6957,13.9579,15.0551,101.8936,17.93,11.8951,25.1839
29-May-17,888.7479300000001,890.9938099999998,136.1213,59.53992,58.185080000000006,35.0194,73.08641999999998,11.4775,0.78281,1.7104,13.8284,14.982,101.8936,17.75,11.9191,25.2621
30-May-17,895.10864,895.5849,136.9211,60.17609,60.22082,34.7076,74.94288,11.3305,0.73906,1.7356,13.9856,14.9363,101.7188,18.42,11.8119,25.5138
31-May-17,883.56375,890.3039699999998,135.5748,59.46105,61.04896,34.1335,75.23601,11.4693,0.73354,1.6879,14.3278,15.0642,103.1162,18.0,11.692,25.296
1-Jun-17,878.98471,885.79754,134.7707,59.30102,60.54499000000001,34.6223,76.99478,11.5918,0.74643,1.7009,14.3278,15.3474,103.9458,18.325,11.752,25.3656
2-Jun-17,888.1407300000002,897.6006,136.9587,60.85549,60.60206,34.6347,78.41156,11.4693,0.73123,1.7539,14.3371,15.384,106.1719,18.2,11.8206,25.5562
5-Jun-17,889.89906,896.5120699999999,136.1868,60.94308,61.57703000000001,34.7346,78.21614,11.306,0.6465,1.7469,14.3001,15.0916,106.1719,18.2,11.7562,25.2341
6-Jun-17,885.4010199999999,891.0154,135.7488,61.27585,62.69088000000001,34.8493,78.90011,11.2326,0.5755899999999999,1.7556,14.3186,15.183,103.8145,18.075,11.7477,25.1286
7-Jun-17,888.53046,896.1337699999998,135.84799999999998,61.08678000000001,63.81627,35.0797,78.3627,11.2081,0.59033,1.74,14.2169,14.9729,102.8101,17.985,11.9791,25.1358
8-Jun-17,892.28251,897.6045,137.4567,60.80309000000001,65.7475,35.796,79.68179,11.404000000000002,0.52862,1.7348,14.2631,15.0003,103.6832,18.205,12.112,25.1721
9-Jun-17,867.3549199999999,874.67735,133.7528,59.7995,63.8938,36.6828,79.82835,11.4856,0.53599,1.7539,14.2908,15.0277,103.9458,18.055,12.2148,25.1382
12-Jun-17,858.6079,861.37525,132.5124,59.24936999999999,64.09766,36.5777,76.75050999999998,11.6081,0.49409,1.7165,14.2076,14.8359,103.4214,18.08,12.0134,25.0036
13-Jun-17,866.81195,876.00255,134.5814,60.01901,67.15671999999999,36.8413,77.04363000000002,11.8367,0.49731,1.7157,13.9856,14.8907,104.6875,18.235,12.0948,25.3768
14-Jun-17,863.53855,871.1574800000002,134.0455,59.62866,67.92115,36.604,76.75050999999998,11.8448,0.4881,1.6869999999999998,14.0781,15.0642,106.0405,18.35,11.9106,25.2681
15-Jun-17,856.0966199999998,859.6541,133.5617,59.27815,66.93064,36.4022,76.01769,11.7632,0.48027,1.6939,13.8561,15.0734,106.1719,18.225,11.9019,25.2365
16-Jun-17,859.9872,886.08415,135.1406,59.72978000000001,66.6373,36.4551,76.89707,11.9101,0.48994,1.6775,13.8561,14.9546,107.2197,18.42,11.8719,25.4327
19-Jun-17,870.0912,887.8906,136.3906,60.14117,65.98711,37.2663,78.31385999999998,11.9265,0.52172,1.7365,13.7636,15.0642,107.6562,18.6,12.052,25.5814
20-Jun-17,869.47431,890.6506099999998,136.6139,59.66561,66.80216,37.2989,77.97187,11.7877,0.49409,1.7191,13.5694,14.982,106.3466,18.74,11.9534,25.615
21-Jun-17,878.68606,899.91262,138.1974,60.01368000000001,67.59469,36.8403,78.02072,11.9918,0.51803,1.7061,13.6526,14.8815,106.3466,18.62,11.9363,25.6244
22-Jun-17,874.5433,896.6437300000001,137.3666,59.84269000000001,68.52389000000001,36.4952,78.55812,11.8693,0.53599,1.7764,13.6064,14.8359,106.9579,18.735,11.8849,25.5631
23-Jun-17,884.4142300000002,900.2443,139.0807,60.74736,68.78249,35.7988,77.72759,11.8285,0.51205,1.773,13.2826,14.7354,106.4336,18.42,11.8591,25.7962
26-Jun-17,868.0274300000002,887.57405,137.1481,59.90293000000001,67.41591,35.8944,77.53218000000003,11.8448,0.5092800000000001,1.7886,12.9589,14.781,106.6518,18.585,11.9363,25.803
27-Jun-17,847.7533300000001,873.40706,134.6441,58.86213000000001,64.80405,36.1232,75.91996999999998,11.6979,0.50422,1.7782,12.9959,14.8724,106.3032,18.255,12.082,25.4535
28-Jun-17,847.51503,873.37236,135.1424,58.549380000000006,65.47934000000001,35.7081,75.43143,11.8611,0.5056,1.8633,12.8756,14.9089,106.2588,18.0,12.2706,25.3572
29-Jun-17,823.90305,857.3838199999999,132.6932,57.23096999999999,63.38594000000001,35.9168,73.47725,11.9346,0.48212,1.8615,12.6999,14.6257,103.1162,17.845,12.262,24.7327
30-Jun-17,812.5401400000002,846.0318199999998,131.9565,57.30161,63.20941,35.5799,73.42839000000002,11.7632,0.48534,1.8771,13.1439,14.982,98.83796,17.96,12.0734,24.519
3-Jul-17,804.91358,834.85289,129.9386,56.76191,61.73811,36.4774,74.21006,11.9183,0.48994,1.8737,13.2919,14.982,99.01186,18.09,12.4035,24.5824
4-Jul-17,808.5731099999998,838.64855,130.5293,57.01998,62.01881,36.6433,72.69558,11.9673,0.48074,1.9275,13.1809,14.8267,98.66318,18.34,12.5277,24.6942
5-Jul-17,820.64058,855.0943599999998,132.3398,57.8383,57.58551,37.1218,73.5261,12.0326,0.48948,1.891,13.1161,14.8907,98.13882,18.125,12.5534,24.7743
6-Jul-17,817.57348,850.5781900000002,131.1551,57.47849,54.43439,37.1411,73.67267,12.2856,0.48258,1.8893,13.1994,14.982,96.611,18.12,12.6263,24.4924
7-Jul-17,823.48194,856.69922,132.554,57.82748,54.83169,36.8239,73.67267,12.2448,0.48626,1.9275,13.1254,15.0734,95.9997,18.445,12.5963,24.4679
10-Jul-17,833.93182,873.80443,134.6041,58.36753,55.42884,36.8435,76.1154,12.2856,0.49409,1.9501,13.3381,15.0734,96.39275,18.715,12.5663,24.5764
12-Jul-17,843.35457,877.2139400000002,138.4877,58.98067,57.43798,35.7982,78.94896999999997,12.3754,0.50284,1.9865,13.4029,15.1556,98.27013,18.44,12.6392,24.5681
13-Jul-17,848.461,876.29205,139.4704,59.78133,56.64464,36.4188,79.53520999999998,12.5632,0.53369,1.9657,13.3936,15.0642,98.53186,18.43,12.772,24.7736
14-Jul-17,856.64251,878.4770900000002,140.2761,60.70221,57.4854,36.2102,79.58407,12.5632,0.51389,1.9414,13.4584,14.9455,98.44492,18.49,12.5577,24.9251
17-Jul-17,850.48092,880.1792199999999,139.1935,60.7967,55.69658,36.0883,79.87719,12.6448,0.50652,1.9483,13.2641,15.1465,97.65883,18.735,12.5663,24.833
18-Jul-17,860.1366300000002,892.8181900000002,141.9341,60.7608,57.21288000000001,35.9403,79.58407,12.4652,0.49869,1.8997,13.1624,15.1465,95.9997,18.81,12.4592,24.8432
19-Jul-17,859.5604900000002,889.0849400000002,142.1158,60.82531,56.32335,36.8763,82.27105999999998,12.4244,0.51159,1.8858,13.1531,15.2926,97.04752,18.745,12.4934,24.9865
20-Jul-17,860.6455,892.3149599999998,142.7166,61.23471,57.23585,36.8573,83.7367,12.4244,0.501,1.9153,13.1439,15.2561,97.83361,18.15,12.4548,25.0012
21-Jul-17,854.64267,882.0145699999998,141.3999,60.35495,56.48085,36.6023,83.19931,12.2693,0.50192,1.8702,13.4306,15.3018,96.9171,18.045,12.3348,24.7701
24-Jul-17,854.5930800000001,889.3825,142.1026,59.92653000000001,58.64215,36.5302,85.00693000000003,12.2203,0.5212600000000001,1.8754,14.3371,15.384,97.17883,17.845,12.4335,24.6732
25-Jul-17,832.58085,893.4458400000002,142.0069,60.62921,58.35618,37.371,84.51838000000002,12.5142,0.55119,1.8841,13.5509,15.3018,97.44057,18.12,12.7249,24.9661
26-Jul-17,828.97937,904.11321,142.2209,60.48521,59.05761999999999,37.0389,88.0359,12.5387,0.5313899999999999,1.8876,13.4769,15.3109,97.57188,18.305,12.8577,24.5965
27-Jul-17,812.16747,891.88267,145.3274,59.3331,57.03615,36.8772,88.23132,12.5713,0.53093,1.8667,13.4491,15.4023,94.69014,18.38,12.9221,24.3521
28-Jul-17,819.88014,872.67486,147.5362,59.43514,57.33249,36.6635,87.64506999999998,12.4652,0.5406,1.8737,13.5879,15.3383,94.03535,18.07,12.8106,24.3954
31-Jul-17,804.86648,840.85779,144.0758,58.86322,55.07142,36.6681,87.05881,12.5142,0.54566,2.0386,13.5601,15.3018,93.55537,17.765,12.7292,24.2197
1-Aug-17,800.5345,842.5081,143.6558,58.38432,54.05401,36.6707,90.67406,12.5713,0.5604,2.1515,13.5139,15.3931,93.86057,18.08,12.7249,24.2154
2-Aug-17,802.31916,843.17,143.3378,58.1901,55.18294,36.8039,87.54736,12.9224,0.59401,2.0977,13.6064,15.2561,92.7258,18.0,12.6863,24.1422
3-Aug-17,793.4251,832.76305,142.2562,57.90594,58.57491,36.6258,89.59925,12.9387,0.6501899999999999,2.0525,14.1429,15.2835,92.76928,18.17,12.6992,24.0914
4-Aug-17,795.78793,830.95008,142.7183,58.16543000000001,60.06084,37.1553,90.82061,13.004,0.63545,2.0577,14.8921,15.1921,93.42406,18.35,12.832,24.2056
7-Aug-17,802.9515,842.44748,146.0128,58.4654,60.3086,37.6707,91.35802,13.1264,0.63039,2.0925,14.5221,15.0734,93.24927,18.335,13.072,24.4553
8-Aug-17,800.09728,838.78066,145.0986,58.66816,61.89676,37.3031,92.57938,13.0775,0.64604,2.1272,14.4296,15.3018,93.24927,18.4,13.4363,24.2783
9-Aug-17,799.75432,835.42543,145.628,58.64045,61.85318,37.2313,92.2374,12.906,0.64098,2.0803,14.4111,15.3474,92.46407,18.32,13.1578,24.3355
10-Aug-17,785.26417,813.60231,142.3285,57.74879,60.43437,36.1552,91.21145,12.8326,0.63868,2.089,14.4296,15.2287,91.37277,18.15,13.0334,23.8443
11-Aug-17,790.20481,822.40463,142.8008,58.58682,60.80929,35.6213,88.52445999999998,12.604,0.63269,2.0664,14.3186,15.1373,92.28928,18.165,12.9306,24.1879
14-Aug-17,793.9875599999998,831.5081700000002,144.3914,59.18976,61.52806,36.1227,91.21145,12.653,0.63085,2.0959,14.3371,15.2013,93.46753,18.59,13.0378,24.3579
15-Aug-17,796.61748,834.54273,145.2132,59.45587,61.53811999999999,36.2128,91.21145,12.653,0.63085,2.0959,14.3371,15.2013,93.46753,19.23,13.1791,24.6528
16-Aug-17,804.23501,833.1161400000002,144.789,59.98112,61.81811,35.9909,92.57938,12.702,0.6396,2.1255,14.3371,15.1647,94.38493,19.385,13.2563,24.918000000000006
17-Aug-17,787.87115,815.8219799999998,141.7584,58.79765,59.77786,35.1723,91.60229,12.5958,0.63822,2.1394,14.3371,15.32,94.38493,18.975,12.9949,23.8492
18-Aug-17,790.5595099999998,818.12127,142.8962,59.166,59.31629,35.5839,92.62824,12.6611,0.64835,2.1012,14.3741,15.2652,94.21015,18.595,13.1449,23.4515
21-Aug-17,783.30116,810.87792,142.7153,58.68428,57.47741,34.9058,92.97022,12.5469,0.6511100000000001,2.1237,13.7821,15.2926,92.9006,18.525,12.9477,23.6087
22-Aug-17,796.1429099999998,818.57782,143.6173,59.22529,57.7974,35.4332,95.80379,12.4571,0.65387,2.1237,14.0689,15.2104,95.08319,18.64,13.072,23.9493
23-Aug-17,801.36302,814.47279,143.4339,59.11805,59.98363000000001,35.7627,95.65723,12.4407,0.65387,2.1098,13.9024,15.0916,94.34058,18.25,12.9349,23.7814
24-Aug-17,792.86189,806.02985,141.9533,58.82185,59.73481,35.7537,94.43586,12.4162,0.65479,2.2297,13.7729,15.2926,94.03535,18.1,12.9221,23.917
25-Aug-17,788.41233,800.9184799999998,140.9229,58.99873,58.98053,35.7505,93.89845,12.4326,0.65203,2.2123,13.6434,15.183,95.17014,17.86,12.7849,24.0994
28-Aug-17,776.55696,791.52535,139.928,58.26796,57.84205,34.9493,93.16563,12.3918,0.6501899999999999,2.155,13.9024,15.183,95.12666,17.9,12.8149,23.8733
29-Aug-17,782.14658,797.45099,140.4646,58.3853,58.06817,34.8144,92.53052,12.2285,0.6511100000000001,2.2106,13.7821,15.247,93.55537,17.74,12.5234,23.804
30-Aug-17,788.29887,808.31482,141.9494,59.12002,59.00859000000001,35.0331,94.09388,12.2122,0.65756,2.2001,13.8191,15.32,93.46753,17.545,12.442,24.1763
31-Aug-17,803.16611,824.48879,144.5924,60.11396,59.84817,35.1365,93.89845,12.2775,0.70913,2.2088,14.0319,15.2926,93.86057,17.855,12.6949,24.5002
1-Sep-17,799.29103,821.3389400000002,144.428,59.3618,59.67879,35.6184,95.02211,12.3346,0.70222,2.2349,14.0596,15.2104,94.60319,18.1,12.7592,24.5336
4-Sep-17,801.14686,823.24596,144.7634,59.49963,59.81735,35.7011,95.02211,12.4081,0.69808,2.188,13.6619,15.2926,94.07884,18.02,12.7206,24.5906
5-Sep-17,791.5966900000002,811.5993599999998,143.5414,59.18133,58.78708,34.6654,95.46179,12.3509,0.69992,2.181,13.6434,15.2652,93.77363,18.16,12.4977,24.0514
6-Sep-17,790.01551,811.6356099999998,144.3215,58.86086,57.78731,34.715,95.51065,12.3101,0.70499,2.1567,13.3936,15.2561,94.95187,18.005,12.502,24.1793
7-Sep-17,796.3684900000002,821.16772,145.2158,59.59616,58.78886,33.9342,88.91529,12.2285,0.70867,2.1532,13.5046,15.0825,95.47623,18.05,12.4335,24.0884
8-Sep-17,782.61308,802.9721599999998,142.1142,58.80817,57.09506999999999,33.6026,89.01299,12.2122,0.72755,2.1689,13.5509,14.7719,94.86492,18.015,12.562,23.675
11-Sep-17,784.92115,813.77044,144.3794,59.48468,60.52603000000001,34.5135,90.77177,12.5958,0.74597,2.1446,13.4954,14.8907,96.30579,18.04,12.8792,24.2319
12-Sep-17,791.55112,821.59435,144.6223,59.71024,60.66343000000001,35.1345,89.94125,12.6856,0.72847,2.1185,13.6619,15.0277,97.17883,18.04,13.072,24.5163
13-Sep-17,793.7127,834.76621,144.5141,60.05777,61.16776,35.4505,89.25726999999998,12.7591,0.73492,2.1532,13.5971,14.8907,97.39709,18.03,13.1491,24.3115
14-Sep-17,790.6491,834.4483799999998,143.7773,60.12822,63.51903000000001,35.8554,89.35497,12.6448,0.72755,2.1255,13.6434,15.046,97.65883,17.41,13.102,24.4908
15-Sep-17,784.53065,827.7293599999998,143.9734,60.40476999999999,63.71769000000001,35.9007,89.5504,12.505999999999998,0.7247899999999999,2.1307,13.6249,14.8998,96.26144,17.07,13.042,24.6167
18-Sep-17,778.87035,816.09864,142.4208,60.20615,64.50445,36.408,91.74885,12.6611,0.7436699999999999,2.1654,13.5694,14.8998,96.48058,16.74,12.8877,24.6454
19-Sep-17,783.37425,810.96786,144.2561,60.31861,62.72946999999999,36.6095,92.43282,12.6938,0.75748,2.2835,13.5971,14.8907,95.95623,16.94,12.7806,24.5771
20-Sep-17,790.10651,811.51149,143.564,59.7526,62.35699,36.6764,92.43282,12.6938,0.7468899999999999,2.2956,13.5971,14.8267,95.91275,16.505,12.7806,24.5919
21-Sep-17,798.13107,812.5346099999998,144.1277,59.77085,61.73797,37.3347,92.97022,12.7183,0.73814,2.2748,13.5694,14.8815,96.39275,16.52,12.9949,24.9176
22-Sep-17,789.63098,799.5425700000002,142.7641,59.56335,58.78158000000001,37.0744,92.97022,12.702,0.7247899999999999,2.2626,13.5046,14.8359,96.13101,16.445,12.9991,25.2717
25-Sep-17,783.3188299999998,787.93848,136.5534,58.73316,57.84929,36.7619,91.06488,12.5632,0.72893,2.2488,13.4769,14.7445,97.70231,16.36,12.8234,25.5762
26-Sep-17,790.7031599999998,791.69002,138.5078,59.08762,58.24228000000001,36.7668,90.28322,12.4652,0.72893,2.2366,13.4861,14.8907,98.13882,16.425,12.8406,25.761
